"Action","Type","Status","RelativePath","Name","Extension","SourcePath","TargetPath","SourceSize","TargetSize","SizeDifference","SourceModified","TargetModified","Recommendation","Notes"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\CareerStaff+\WA Tacoma\Current Lease+\Pearl Place II 6004 Westgate+\Plans\CS Tacoma Pearl Place Expansion Plan Furniture Requirements e 9-29-15_files\image004.jpg","image004.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\CareerStaff+\WA Tacoma\Current Lease+\Pearl Place II 6004 Westgate+\Plans\CS Tacoma Pearl Place Expansion Plan Furniture Requirements e 9-29-15_files\image004.jpg","","0 B","2.02 KB","-2,065.00 B","","9/29/2015 6:35:54 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\CareerStaff+\WA Tacoma\Current Lease+\Pearl Place II 6004 Westgate+\Plans\CS Tacoma Pearl Place Expansion Plan Furniture Requirements e 9-29-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\CareerStaff+\WA Tacoma\Current Lease+\Pearl Place II 6004 Westgate+\Plans\CS Tacoma Pearl Place Expansion Plan Furniture Requirements e 9-29-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","9/29/2015 6:35:54 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\33810(1).gif","33810(1).gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\33810(1).gif","","0 B","45.00 B","-45.00 B","","11/3/2017 4:29:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\33810.GIF","33810.GIF",".GIF","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\33810.GIF","","0 B","45.00 B","-45.00 B","","11/3/2017 4:29:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\banner.jpg","banner.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\banner.jpg","","0 B","11.06 KB","-11,330.00 B","","11/3/2017 4:29:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\rc_styles.css","rc_styles.css",".css","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\rc_styles.css","","0 B","88.37 KB","-90,491.00 B","","11/3/2017 4:29:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\Seal_web.jpg","Seal_web.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\CA Hemet\Prospects+\PSA Deliverables\Taxes & Zoning Info\Genesis Hemet CA 1353 E Devonshire Riverside Co Property Tax Info 11-3-17 ID 445191010-1_files\Seal_web.jpg","","0 B","4.50 KB","-4,606.00 B","","11/3/2017 4:29:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","3/15/2011 8:27:20 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\filelist.xml","","0 B","302.00 B","-302.00 B","","3/15/2011 8:27:20 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\image001.jpg","","0 B","2.77 KB","-2,838.00 B","","3/15/2011 8:27:20 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\Genesis\Gen Ancillaries\Genesis Corp+\FL Tampa (4343 Anchor Plaza)\4343 Anchor Plaza (Sunbridge Lease)\Anchor Plaza+\Furniture\SB Tampa Furniture & Cabling Value e  12-1-10_files\themedata.thmx","","0 B","3.01 KB","-3,081.00 B","","3/15/2011 8:27:20 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\filelist.xml","","0 B","378.00 B","-378.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image001.jpg","","0 B","3.83 KB","-3,927.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image002.jpg","","0 B","2.05 KB","-2,102.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\image003.jpg","","0 B","2.05 KB","-2,102.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS 13245 - 13249 Sherman Way Contingencies Wiaver e 8-5-14_files\themedata.thmx","","0 B","3.01 KB","-3,081.00 B","","8/5/2014 6:36:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\filelist.xml","","0 B","613.00 B","-613.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image001.jpg","","0 B","3.83 KB","-3,927.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image002.jpg","","0 B","2.05 KB","-2,102.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image003.jpg","","0 B","2.05 KB","-2,102.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image004.png","image004.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image004.png","","0 B","10.09 KB","-10,335.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image005.gif","image005.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image005.gif","","0 B","2.76 KB","-2,823.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image006.png","image006.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image006.png","","0 B","3.86 KB","-3,950.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image007.gif","image007.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image007.gif","","0 B","985.00 B","-985.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image008.png","image008.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image008.png","","0 B","4.04 KB","-4,140.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image009.gif","image009.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image009.gif","","0 B","1.04 KB","-1,060.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image010.png","image010.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image010.png","","0 B","4.28 KB","-4,387.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image011.gif","image011.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\image011.gif","","0 B","1.27 KB","-1,296.00 B","","8/14/2014 1:08:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Closing Docs\PSS Sherman Way Property Insurance e 8-14-14_files\themedata.thmx","","0 B","3.01 KB","-3,081.00 B","","8/14/2014 1:08:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/14/2014 3:43:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\filelist.xml","","0 B","340.00 B","-340.00 B","","8/14/2014 3:43:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\image001.jpg","","0 B","3.83 KB","-3,927.00 B","","8/14/2014 3:43:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\image002.jpg","","0 B","2.05 KB","-2,102.00 B","","8/14/2014 3:43:23 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\PSS & Encore Stone\CA North Hollywood (Sherman Way)\13249 Sherman Way+ (Purchase)\PSS 13245 Sherman Way Purchase\Temporary Lease\RE PSS Hollywood AlloyAerospace Temporary Lease e 8-13-14_files\themedata.thmx","","0 B","3.01 KB","-3,081.00 B","","8/14/2014 3:43:23 PM","Review for deletion or keep","File not in Source"
